class,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32,x33,y33,z33,x34,y34,z34,x35,y35,z35,x36,y36,z36,x37,y37,z37,x38,y38,z38,x39,y39,z39,x40,y40,z40,x41,y41,z41,x42,y42,z42
FIST,0.89802485704422,0.3476202189922333,-7.3576397880970035e-06,0.8666834831237793,0.35823214054107666,-0.05979030206799507,0.8423256874084473,0.3321969211101532,-0.10216280817985535,0.8438304662704468,0.2962506413459778,-0.13223467767238617,0.8551614284515381,0.266150563955307,-0.1513841450214386,0.8271640539169312,0.27720946073532104,-0.10706835240125656,0.8085498809814453,0.26325997710227966,-0.16405341029167175,0.813836395740509,0.28718554973602295,-0.18413858115673065,0.8226333856582642,0.30941471457481384,-0.1872403919696808,0.8451639413833618,0.2516084611415863,-0.0997294932603836,0.8351542353630066,0.225955992937088,-0.1703898012638092,0.8412281274795532,0.2539805471897125,-0.19427390396595,0.8484039902687073,0.28265202045440674,-0.20100216567516327,0.8666713237762451,0.23807328939437866,-0.09601393342018127,0.8684660792350769,0.20646971464157104,-0.1524612009525299,0.8755569458007812,0.22826822102069855,-0.16861800849437714,0.8816049695014954,0.25339171290397644,-0.17127002775669098,0.8867673873901367,0.23435647785663605,-0.09803671389818192,0.892133355140686,0.19971893727779388,-0.1293894201517105,0.8965373635292053,0.19285264611244202,-0.14783552289009094,0.8976995944976807,0.19369909167289734,-0.16139860451221466,0.21474555134773254,0.4418821930885315,-0.00010276719694957137,0.2837645709514618,0.4151327311992645,-0.01606953889131546,0.34088796377182007,0.3536522686481476,-0.035971544682979584,0.360080361366272,0.2716633975505829,-0.06768405437469482,0.33052054047584534,0.21606963872909546,-0.0926663726568222,0.3404150903224945,0.29629093408584595,0.06267090886831284,0.35975709557533264,0.2405722439289093,0.00959724560379982,0.3411429226398468,0.2916428744792938,-0.002278108848258853,0.3320729732513428,0.3147228956222534,0.023180482909083366,0.30876949429512024,0.2751152217388153,0.05515400320291519,0.3266194760799408,0.2181258201599121,-0.007189080119132996,0.3064306676387787,0.29076698422431946,-0.022210072726011276,0.3010304272174835,0.3079637289047241,0.002836356870830059,0.2735203504562378,0.2621691823005676,0.03457586467266083,0.28791922330856323,0.20835451781749725,-0.02374120242893696,0.27547121047973633,0.28098368644714355,-0.0291904266923666,0.26890259981155396,0.301221638917923,-0.0041302405297756195,0.23413705825805664,0.2568654417991638,0.01579390838742256,0.25512322783470154,0.21396327018737793,-0.005313248839229345,0.25148603320121765,0.26327306032180786,-0.0064165545627474785,0.24368470907211304,0.2861137092113495,0.012811711989343166
FIST,0.889672577381134,0.37052640318870544,-1.554591472086031e-05,0.851948618888855,0.387470543384552,-0.06460148096084595,0.819328248500824,0.3655969202518463,-0.11194853484630585,0.821714460849762,0.3270164430141449,-0.1464816927909851,0.8373962640762329,0.2922922670841217,-0.16864435374736786,0.7884032726287842,0.3021361231803894,-0.12225502729415894,0.7637571692466736,0.28589415550231934,-0.1827857494354248,0.7711517214775085,0.29707083106040955,-0.2014932632446289,0.7805752754211426,0.31018680334091187,-0.20196397602558136,0.8102875351905823,0.2649599015712738,-0.11491578817367554,0.8034273982048035,0.25133809447288513,-0.19083097577095032,0.8210693597793579,0.2795808017253876,-0.21075284481048584,0.8324903249740601,0.3037005364894867,-0.21513260900974274,0.8375203609466553,0.24240422248840332,-0.11205089092254639,0.8412231206893921,0.22673940658569336,-0.17429593205451965,0.8564375042915344,0.2552460730075836,-0.1841985136270523,0.8650087118148804,0.2817077934741974,-0.1819489300251007,0.8649587631225586,0.23031781613826752,-0.1149676963686943,0.8649569749832153,0.20336328446865082,-0.14827395975589752,0.8702059388160706,0.21373137831687927,-0.16239066421985626,0.8704773783683777,0.22910675406455994,-0.1706828474998474,0.25035712122917175,0.4491306245326996,-0.00010657145321602002,0.32512930035591125,0.42893266677856445,0.0010591609170660377,0.3834998607635498,0.3783520758152008,-0.010490638203918934,0.405983030796051,0.30272236466407776,-0.03296348825097084,0.3814750611782074,0.24122241139411926,-0.051355041563510895,0.37084195017814636,0.3113706409931183,0.0666898861527443,0.391787588596344,0.25051015615463257,0.02897920273244381,0.3792310059070587,0.298789381980896,0.015421473421156406,0.367428719997406,0.3265925943851471,0.032028283923864365,0.3418039083480835,0.2908855676651001,0.05407211557030678,0.36176440119743347,0.23066847026348114,0.006023564375936985,0.3474135994911194,0.29657331109046936,-0.01840597204864025,0.33506232500076294,0.3211909234523773,-0.007448303978890181,0.3097764849662781,0.2756565511226654,0.033651404082775116,0.3280642628669739,0.22190850973129272,-0.008157315663993359,0.31987249851226807,0.28606149554252625,-0.018551290035247803,0.3073568642139435,0.3127107620239258,-0.002842044224962592,0.2733951210975647,0.2646360695362091,0.014955617487430573,0.2978290915489197,0.2200424075126648,0.002988695167005062,0.2970507740974426,0.26262468099594116,-0.001113078324124217,0.28495150804519653,0.29202449321746826,0.011327281594276428
FIST,0.8980802297592163,0.35721537470817566,6.289640168688493e-06,0.8619567155838013,0.3889049291610718,-0.06189537048339844,0.8228800296783447,0.37488123774528503,-0.10298272967338562,0.8070831894874573,0.33548733592033386,-0.13667616248130798,0.8071127533912659,0.2967803180217743,-0.16964253783226013,0.7882515788078308,0.3314700424671173,-0.09185998141765594,0.7592844367027283,0.3110092878341675,-0.14643867313861847,0.7563685774803162,0.29243555665016174,-0.18699155747890472,0.7693358063697815,0.2916472554206848,-0.2141188383102417,0.8078921437263489,0.2924862802028656,-0.08086008578538895,0.7897970080375671,0.2627624571323395,-0.14008615911006927,0.8039823174476624,0.26354318857192993,-0.17272689938545227,0.8235431909561157,0.2799470126628876,-0.1931411772966385,0.8319562077522278,0.2619621157646179,-0.07618650048971176,0.8204106688499451,0.23087677359580994,-0.13282375037670135,0.8401349186897278,0.25270402431488037,-0.15427061915397644,0.8590685129165649,0.28159406781196594,-0.16211293637752533,0.8590055108070374,0.23843899369239807,-0.07625576108694077,0.8483901023864746,0.204542875289917,-0.12559236586093903,0.8600109219551086,0.2238360196352005,-0.14789707958698273,0.872337818145752,0.253679096698761,-0.16175401210784912,0.26641395688056946,0.4506043791770935,-9.439222048968077e-05,0.34057605266571045,0.43879005312919617,-0.0034387565683573484,0.40044012665748596,0.38516318798065186,-0.020302172750234604,0.4287880063056946,0.30763912200927734,-0.04915357008576393,0.4102244973182678,0.2432454526424408,-0.06988199055194855,0.39539775252342224,0.3170800805091858,0.06968941539525986,0.42530888319015503,0.2739233374595642,0.02302607335150242,0.40188419818878174,0.3199981153011322,0.01203265879303217,0.38665473461151123,0.33289432525634766,0.03193966671824455,0.3661820590496063,0.29384133219718933,0.055016327649354935,0.39089730381965637,0.2449660748243332,-0.004975034389644861,0.3615269064903259,0.3170976936817169,-0.02302749641239643,0.3525303304195404,0.3207583725452423,-0.0021032693330198526,0.33279654383659363,0.27587780356407166,0.03016791306436062,0.35529467463493347,0.2319355458021164,-0.02297571673989296,0.33449986577033997,0.30492159724235535,-0.03133515268564224,0.3249228596687317,0.3117888569831848,-0.008301472291350365,0.2956292927265167,0.2623695135116577,0.006794959306716919,0.3239792585372925,0.23120751976966858,-0.008556987158954144,0.3135222792625427,0.2830159664154053,-0.008122512139379978,0.29967033863067627,0.29713088274002075,0.009193443693220615
FIST,0.8981744050979614,0.3459372818470001,3.8153320929268375e-06,0.8649927377700806,0.3835195302963257,-0.07508119940757751,0.817966639995575,0.3795872926712036,-0.12032290548086166,0.7924004197120667,0.34418314695358276,-0.15346530079841614,0.7816262245178223,0.3090873956680298,-0.18677058815956116,0.7824497222900391,0.3547523617744446,-0.12643785774707794,0.7588788270950317,0.3318270146846771,-0.19188113510608673,0.7452974319458008,0.30273982882499695,-0.24139975011348724,0.7432594895362854,0.2801724374294281,-0.27850109338760376,0.7970456480979919,0.310181587934494,-0.11145052313804626,0.777494490146637,0.28314605355262756,-0.17643380165100098,0.7777198553085327,0.26273876428604126,-0.21342766284942627,0.7829272150993347,0.2513025403022766,-0.23837211728096008,0.8159749507904053,0.27162039279937744,-0.10297006368637085,0.8035074472427368,0.2416703850030899,-0.1647004336118698,0.8240693211555481,0.24880439043045044,-0.17923574149608612,0.8399139642715454,0.26111429929733276,-0.18176087737083435,0.8405694365501404,0.24046188592910767,-0.10016467422246933,0.8310356140136719,0.20964545011520386,-0.15897971391677856,0.8449663519859314,0.22317194938659668,-0.1781204640865326,0.8563091158866882,0.24576708674430847,-0.18569020926952362,0.27885404229164124,0.4480140805244446,-9.52874543145299e-05,0.35074207186698914,0.4399421215057373,-0.0026826325338333845,0.4113873839378357,0.3900323510169983,-0.0204018484801054,0.43867748975753784,0.31557297706604004,-0.05096829682588577,0.4175211489200592,0.2508721947669983,-0.07832939922809601,0.41030770540237427,0.31889837980270386,0.06572449952363968,0.4363744258880615,0.2739412188529968,0.018583741039037704,0.4150242209434509,0.3197760581970215,0.0038636187091469765,0.3990553021430969,0.33954697847366333,0.02083582989871502,0.38147562742233276,0.29505786299705505,0.05205610767006874,0.4041202664375305,0.2480446696281433,-0.0024644469376653433,0.3773096799850464,0.3187093436717987,-0.019713623449206352,0.36623939871788025,0.33113381266593933,-0.00213365675881505,0.34770429134368896,0.27558597922325134,0.02844960242509842,0.36809051036834717,0.23281987011432648,-0.01898065023124218,0.3489544093608856,0.30563440918922424,-0.024834277108311653,0.3374927043914795,0.32156768441200256,-0.005908184219151735,0.3086380064487457,0.2606284022331238,0.006655778270214796,0.335386723279953,0.2286451905965805,-0.009726318530738354,0.32683074474334717,0.28109389543533325,-0.00946345180273056,0.3136958181858063,0.3014732003211975,0.005098564084619284
FIST,0.8918536901473999,0.3439325988292694,1.4058115993975662e-05,0.8649893403053284,0.38960346579551697,-0.07096678763628006,0.8279638290405273,0.39430609345436096,-0.12273544818162918,0.8036779761314392,0.37317121028900146,-0.16217675805091858,0.7861543297767639,0.35555675625801086,-0.20370271801948547,0.7897693514823914,0.366662859916687,-0.1423930674791336,0.7610055804252625,0.34794992208480835,-0.20198526978492737,0.7398101091384888,0.32793641090393066,-0.24803446233272552,0.7257979512214661,0.30965685844421387,-0.2862234115600586,0.8029922842979431,0.32035624980926514,-0.1330917328596115,0.7744283080101013,0.2957690358161926,-0.19912360608577728,0.7533423900604248,0.2764374315738678,-0.24797989428043365,0.7408825159072876,0.26706501841545105,-0.2879093885421753,0.8219980597496033,0.2811312675476074,-0.12657804787158966,0.7952832579612732,0.2534656226634979,-0.18312281370162964,0.7839481830596924,0.241574227809906,-0.22749927639961243,0.7769962549209595,0.24238531291484833,-0.26115134358406067,0.8460551500320435,0.2498478889465332,-0.12477568536996841,0.8292110562324524,0.21970835328102112,-0.18442557752132416,0.8264466524124146,0.2162194401025772,-0.22746539115905762,0.82721346616745,0.22546595335006714,-0.2599280774593353,0.2915305197238922,0.45132073760032654,-0.00011541146523086354,0.36358731985092163,0.4429233968257904,0.0013167756842449307,0.42412900924682617,0.3930540084838867,-0.014164458028972149,0.4495488405227661,0.31808948516845703,-0.04341244325041771,0.4245017468929291,0.2559717297554016,-0.06975789368152618,0.4178905785083771,0.32365861535072327,0.06639644503593445,0.44632306694984436,0.2797513008117676,0.02346619963645935,0.4278443157672882,0.3219054937362671,0.010555310174822807,0.41099148988723755,0.34063705801963806,0.02768242359161377,0.389064759016037,0.3002340793609619,0.05192691087722778,0.41482460498809814,0.2530688941478729,0.0013821624452248216,0.3908925950527191,0.3205287456512451,-0.013201211579144001,0.37704309821128845,0.33410513401031494,0.0036880343686789274,0.3549451529979706,0.2813948690891266,0.02814711071550846,0.37827619910240173,0.23635558784008026,-0.01326764840632677,0.36057254672050476,0.3074134290218353,-0.01688990369439125,0.3464148938655853,0.324781209230423,0.0011449417797848582,0.3148922622203827,0.2656445801258087,0.006138686556369066,0.34390372037887573,0.23136043548583984,-0.0035193306393921375,0.33614373207092285,0.2822568714618683,-0.0008570704376325011,0.32068392634391785,0.3026348948478699,0.011452077887952328
FIST,0.8770990371704102,0.3780190646648407,-3.6704663216369227e-05,0.8284412026405334,0.40584999322891235,-0.07804460823535919,0.7665347456932068,0.4059239625930786,-0.1349199265241623,0.739691436290741,0.35157549381256104,-0.18150314688682556,0.7519835233688354,0.2878344655036926,-0.20707838237285614,0.7260967493057251,0.3145696222782135,-0.07306007295846939,0.6954212188720703,0.2773510217666626,-0.12797975540161133,0.7296982407569885,0.3143776059150696,-0.12185961753129959,0.7441624402999878,0.33009397983551025,-0.099901482462883,0.7510896921157837,0.2706845998764038,-0.0658910870552063,0.737054705619812,0.24569492042064667,-0.15769103169441223,0.7769734859466553,0.304884672164917,-0.1584625095129013,0.7791211009025574,0.3097684383392334,-0.12706968188285828,0.7831363081932068,0.24134783446788788,-0.071595199406147,0.7794099450111389,0.22381547093391418,-0.15020082890987396,0.8117882609367371,0.2870161235332489,-0.14064070582389832,0.8143652677536011,0.2920847535133362,-0.11119069904088974,0.8181613683700562,0.2192857563495636,-0.0854090079665184,0.8170995712280273,0.2099953293800354,-0.12310858070850372,0.8381965756416321,0.2603103220462799,-0.12865188717842102,0.841403603553772,0.26794636249542236,-0.1169910654425621,0.31192344427108765,0.45733708143234253,-8.731874549994245e-05,0.38112500309944153,0.45071637630462646,-0.0025984637904912233,0.44154584407806396,0.4015180468559265,-0.024178728461265564,0.4722578227519989,0.32994329929351807,-0.0599784329533577,0.4491580128669739,0.2664310038089752,-0.08568139374256134,0.4283367991447449,0.31474676728248596,0.058797772973775864,0.4541820287704468,0.2752191126346588,0.017856745049357414,0.4382656514644623,0.32731038331985474,0.022604990750551224,0.42621129751205444,0.34284061193466187,0.05327409878373146,0.3973064422607422,0.29553988575935364,0.040520619601011276,0.4251410663127899,0.25616538524627686,-0.017614837735891342,0.4043383300304413,0.331819623708725,-0.02533508837223053,0.39314892888069153,0.33449462056159973,-0.002406599698588252,0.3630540668964386,0.28133130073547363,0.013033151626586914,0.3911292254924774,0.24859532713890076,-0.03557320684194565,0.37576910853385925,0.3236088156700134,-0.03498595207929611,0.36276906728744507,0.32840171456336975,-0.01124334242194891,0.32509323954582214,0.27048248052597046,-0.014295644126832485,0.35820209980010986,0.2444719672203064,-0.025355461984872818,0.35225826501846313,0.29770562052726746,-0.02102327160537243,0.33635249733924866,0.30902931094169617,-0.006794807501137257
FIST,0.8739591836929321,0.38383784890174866,-3.778981772484258e-05,0.8217710256576538,0.40930551290512085,-0.06667622178792953,0.7564736008644104,0.4004833698272705,-0.11889556795358658,0.734118640422821,0.3344833254814148,-0.16758613288402557,0.7570874691009521,0.27285704016685486,-0.19572055339813232,0.7191414833068848,0.3170006573200226,-0.04846234992146492,0.6949033141136169,0.2766401469707489,-0.13566234707832336,0.7234078645706177,0.29408684372901917,-0.16138160228729248,0.7343161702156067,0.3037708103656769,-0.14876148104667664,0.7460495233535767,0.2697088420391083,-0.048330143094062805,0.7399135828018188,0.24451318383216858,-0.1551748812198639,0.7780184745788574,0.29949522018432617,-0.1724657118320465,0.774319589138031,0.31032106280326843,-0.14859139919281006,0.778853178024292,0.23856379091739655,-0.0606197789311409,0.7834435701370239,0.21911972761154175,-0.14958851039409637,0.8141766786575317,0.2857365906238556,-0.14032034575939178,0.8093496561050415,0.29863080382347107,-0.1046764925122261,0.8162112236022949,0.22034913301467896,-0.08177484571933746,0.8195668458938599,0.20866715908050537,-0.11791643500328064,0.838647723197937,0.26122015714645386,-0.10983845591545105,0.8355165719985962,0.2746845781803131,-0.08241980522871017,0.32044029235839844,0.45404288172721863,-0.00011069339961977676,0.3916481137275696,0.4494491219520569,-0.006908428855240345,0.45331084728240967,0.4017392098903656,-0.03124096617102623,0.48123806715011597,0.3241373598575592,-0.06645481288433075,0.45549076795578003,0.2583758234977722,-0.09014671295881271,0.4369623064994812,0.3083028197288513,0.052445221692323685,0.4673299789428711,0.2735575735569,0.010728118941187859,0.44752219319343567,0.3325991630554199,0.021748341619968414,0.4348583221435547,0.34456774592399597,0.057940997183322906,0.40493258833885193,0.28929686546325684,0.03639371693134308,0.43587300181388855,0.25561344623565674,-0.029182951897382736,0.411663293838501,0.33510807156562805,-0.03289469704031944,0.39846867322921753,0.33426377177238464,-0.0019514122977852821,0.3701305091381073,0.2770686149597168,0.01187745202332735,0.40141046047210693,0.2522839605808258,-0.04379977285861969,0.3827956020832062,0.3296293318271637,-0.03921859338879585,0.36620157957077026,0.3304182291030884,-0.009066146798431873,0.3320842385292053,0.26940733194351196,-0.01297473069280386,0.3684215843677521,0.25023871660232544,-0.028354797512292862,0.36149829626083374,0.3042920231819153,-0.021134156733751297,0.34302717447280884,0.3125378489494324,-0.001135303289629519
FIST,0.8677297234535217,0.386483371257782,-2.2562351659871638e-05,0.8150113821029663,0.40874388813972473,-0.06653018295764923,0.7528524398803711,0.3955748379230499,-0.11693742126226425,0.7336100339889526,0.3294861614704132,-0.16414007544517517,0.7567171454429626,0.27037930488586426,-0.19097581505775452,0.7169862389564514,0.3091140687465668,-0.04973054304718971,0.6935650110244751,0.2725309431552887,-0.1347932070493698,0.7239493131637573,0.2861447334289551,-0.1605345755815506,0.7360966801643372,0.2909233570098877,-0.14851374924182892,0.7453818917274475,0.26347896456718445,-0.04778042435646057,0.7407748699188232,0.24062904715538025,-0.15257655084133148,0.776790201663971,0.2953098714351654,-0.17066197097301483,0.7707799077033997,0.30463388562202454,-0.14761540293693542,0.7785125970840454,0.2344476878643036,-0.058027416467666626,0.7869654893875122,0.2175029069185257,-0.14676296710968018,0.8136885762214661,0.2850572168827057,-0.1383727788925171,0.804900050163269,0.2963399887084961,-0.1037752702832222,0.8152720928192139,0.21789196133613586,-0.07670527696609497,0.8222348690032959,0.20765334367752075,-0.1100395917892456,0.8382009267807007,0.2598596513271332,-0.10261693596839905,0.8321056962013245,0.2705257833003998,-0.07543505728244781,0.3273276686668396,0.44974181056022644,-9.772687189979479e-05,0.39484909176826477,0.4440317451953888,-0.004306314047425985,0.45762139558792114,0.3996870815753937,-0.03134766221046448,0.4888583719730377,0.3293745815753937,-0.06928786635398865,0.4659992456436157,0.26741042733192444,-0.09707559645175934,0.44634920358657837,0.2996527850627899,0.03796778991818428,0.4828452169895172,0.276438444852829,-0.0009125762153416872,0.4598575532436371,0.329926997423172,0.009773063473403454,0.4426806569099426,0.33901312947273254,0.04142270237207413,0.414585679769516,0.2783411145210266,0.018477266654372215,0.449349045753479,0.2560727000236511,-0.04396378621459007,0.42097437381744385,0.3309173583984375,-0.04780247434973717,0.4072668254375458,0.32277581095695496,-0.023598061874508858,0.3795136511325836,0.2648133337497711,-0.00862632505595684,0.41269662976264954,0.2507159113883972,-0.061790868639945984,0.3902619779109955,0.3240148723125458,-0.05634219944477081,0.37474533915519714,0.3182106614112854,-0.033935390412807465,0.3418145179748535,0.25877684354782104,-0.035567935556173325,0.37781834602355957,0.2515600323677063,-0.0540287047624588,0.36660271883010864,0.3054044842720032,-0.04722749441862106,0.3476827144622803,0.3067212700843811,-0.032535940408706665
FIST,0.8554711937904358,0.3888722360134125,-2.4002745703910477e-05,0.8033878207206726,0.40652066469192505,-0.06040230393409729,0.7395256161689758,0.38985446095466614,-0.10626234114170074,0.7251530885696411,0.3269910216331482,-0.1495194137096405,0.7552703619003296,0.2761400640010834,-0.1771545559167862,0.7121012806892395,0.29051995277404785,-0.05652623623609543,0.6962895393371582,0.25310251116752625,-0.13519521057605743,0.723774254322052,0.2793070375919342,-0.15785017609596252,0.7332373857498169,0.2920610308647156,-0.14620526134967804,0.7417940497398376,0.2481660544872284,-0.055650435388088226,0.7426868081092834,0.2344043254852295,-0.15099777281284332,0.7751097679138184,0.29193249344825745,-0.16663937270641327,0.7713963389396667,0.29889214038848877,-0.14517350494861603,0.7763181924819946,0.22276648879051208,-0.06501667201519012,0.78680819272995,0.21973246335983276,-0.14200802147388458,0.8087366819381714,0.28476324677467346,-0.13443484902381897,0.802119791507721,0.2911267578601837,-0.10701312124729156,0.8142901062965393,0.2100106179714203,-0.08269687741994858,0.8236584663391113,0.21434712409973145,-0.11263837665319443,0.8359721899032593,0.2665133476257324,-0.10656405985355377,0.83051598072052,0.27382245659828186,-0.08383027464151382,0.344743549823761,0.4456266164779663,-0.00010933017620118335,0.4176587462425232,0.4295981824398041,0.002756988862529397,0.4765931963920593,0.380178838968277,-0.026516150683164597,0.5039279460906982,0.3149225413799286,-0.06927984952926636,0.4724489450454712,0.2620098292827606,-0.10508838295936584,0.4495244026184082,0.2643583416938782,0.035506270825862885,0.49393975734710693,0.26459720730781555,0.008401980623602867,0.47175782918930054,0.32098588347435,0.024970047175884247,0.4504561126232147,0.32695063948631287,0.05675844848155975,0.4154902994632721,0.24906150996685028,0.012181867845356464,0.46006283164024353,0.25713565945625305,-0.03540702164173126,0.4343522787094116,0.3304711878299713,-0.03478612005710602,0.41643187403678894,0.31845560669898987,-0.013333827257156372,0.3807811439037323,0.24317039549350739,-0.017325419932603836,0.42262592911720276,0.25810831785202026,-0.057027414441108704,0.4025011956691742,0.32768169045448303,-0.05492447316646576,0.38353946805000305,0.32084375619888306,-0.0401359461247921,0.3449740409851074,0.2443043738603592,-0.04749703407287598,0.3884917199611664,0.25414589047431946,-0.0549282431602478,0.38044673204421997,0.30716586112976074,-0.04866715893149376,0.35958701372146606,0.30998674035072327,-0.03922002390027046
FIST,0.8531845808029175,0.38716620206832886,-2.608756403787993e-05,0.8015856146812439,0.40298953652381897,-0.06412804871797562,0.7364440560340881,0.3864990472793579,-0.11072218418121338,0.7256631851196289,0.32411864399909973,-0.15219321846961975,0.7552779912948608,0.27283939719200134,-0.1802987903356552,0.7118008136749268,0.28329282999038696,-0.0710589736700058,0.6959964036941528,0.2521442472934723,-0.15452466905117035,0.7174013257026672,0.2689628005027771,-0.18047980964183807,0.7273135781288147,0.27650347352027893,-0.17329779267311096,0.7411931157112122,0.23889870941638947,-0.06742962449789047,0.7473825216293335,0.23953865468502045,-0.16299782693386078,0.7756561040878296,0.294214129447937,-0.17945578694343567,0.7733573317527771,0.2981766164302826,-0.1651962697505951,0.7766172885894775,0.21218423545360565,-0.07382500916719437,0.7952864766120911,0.2286454439163208,-0.15340709686279297,0.8134183287620544,0.2935214042663574,-0.143512561917305,0.8061690330505371,0.2977489233016968,-0.11366229504346848,0.8158335089683533,0.20026476681232452,-0.08859733492136002,0.8300485014915466,0.21676215529441833,-0.12119985371828079,0.8399015665054321,0.2698220908641815,-0.11071432381868362,0.8337727785110474,0.27557405829429626,-0.08279791474342346,0.3549678325653076,0.44063514471054077,-9.272948955185711e-05,0.4204340875148773,0.42506253719329834,-0.00878312811255455,0.47786468267440796,0.3776470720767975,-0.04466073215007782,0.5065965056419373,0.31226417422294617,-0.09017972648143768,0.48152902722358704,0.25670284032821655,-0.12538209557533264,0.44999203085899353,0.25948917865753174,0.008238459937274456,0.4928825795650482,0.2540476322174072,-0.030747288838028908,0.4735616445541382,0.3154667615890503,-0.01617676392197609,0.4545232653617859,0.3247206509113312,0.015338759869337082,0.4164251685142517,0.24547791481018066,-0.011721010319888592,0.4584891200065613,0.24950993061065674,-0.07130826264619827,0.43944665789604187,0.32351866364479065,-0.07309391349554062,0.4223003387451172,0.3170354962348938,-0.05215659737586975,0.3815559446811676,0.2430589199066162,-0.038465969264507294,0.42193910479545593,0.25012707710266113,-0.0873551294207573,0.4087473154067993,0.3200320303440094,-0.07764273136854172,0.39156362414360046,0.3217286765575409,-0.056115344166755676,0.3457075357437134,0.24937771260738373,-0.06723640114068985,0.3852309286594391,0.2459425926208496,-0.08280959725379944,0.383657842874527,0.29667335748672485,-0.07524418830871582,0.3676507771015167,0.3117409944534302,-0.06155918538570404
FIST,0.8271282911300659,0.4068588614463806,-3.521391045069322e-05,0.7797113656997681,0.41628843545913696,-0.06542733311653137,0.7202466726303101,0.3805461525917053,-0.11202589422464371,0.7026774287223816,0.3278231918811798,-0.15282121300697327,0.7365462183952332,0.2985548973083496,-0.18918286263942719,0.7237052321434021,0.2650882303714752,-0.08561700582504272,0.7176316380500793,0.20555396378040314,-0.16976198554039001,0.7172818779945374,0.24424728751182556,-0.20914910733699799,0.7186123728752136,0.27715203166007996,-0.21440671384334564,0.7627590894699097,0.24714873731136322,-0.0827985405921936,0.7565887570381165,0.20002643764019012,-0.1798490434885025,0.7613911032676697,0.26860547065734863,-0.2051723450422287,0.7627754211425781,0.29594001173973083,-0.1980871856212616,0.803715705871582,0.24285121262073517,-0.08959329128265381,0.8032950162887573,0.21547216176986694,-0.1710307002067566,0.799814760684967,0.2814473509788513,-0.17803774774074554,0.7981234192848206,0.3018912076950073,-0.16325758397579193,0.8451089262962341,0.24979501962661743,-0.10194171220064163,0.8430304527282715,0.23433732986450195,-0.15493153035640717,0.833781898021698,0.2857660949230194,-0.15884236991405487,0.8279950618743896,0.3049866259098053,-0.1488175094127655,0.35239332914352417,0.42609262466430664,-0.00010583608673186973,0.4200167655944824,0.40794631838798523,0.012363054789602757,0.4744916558265686,0.3632420301437378,-0.020018383860588074,0.5077077746391296,0.3162398934364319,-0.060686856508255005,0.4952387511730194,0.27204036712646484,-0.09792651236057281,0.43136072158813477,0.22011707723140717,-0.014090894721448421,0.4899269938468933,0.24181683361530304,-0.03789651393890381,0.4844355583190918,0.300811231136322,-0.031546901911497116,0.4700832962989807,0.31858357787132263,-0.018866989761590958,0.40490958094596863,0.20591050386428833,-0.04361473023891449,0.46610045433044434,0.25386983156204224,-0.06818316131830215,0.4536747634410858,0.31620460748672485,-0.06112634763121605,0.4342954158782959,0.3253887891769409,-0.05475118011236191,0.38114070892333984,0.21523460745811462,-0.07770147919654846,0.44283992052078247,0.2695832848548889,-0.09668702632188797,0.4305473268032074,0.3258960545063019,-0.08542298525571823,0.41159573197364807,0.3386242091655731,-0.08230029791593552,0.36301860213279724,0.24078407883644104,-0.10961244255304337,0.4163218140602112,0.2864726781845093,-0.11463888734579086,0.4112966060638428,0.3305557370185852,-0.1050814762711525,0.39348527789115906,0.3446892499923706,-0.10268967598676682
